transaction_id,customer_id,action_taken,intervention_cost,recovery_probability_at_action,recovered
TXN-17024,CUST-1777,Delayed Retry,4,0.344,0
TXN-17025,CUST-1087,Payment Link,7,0.41,0
TXN-17025,CUST-1087,Human Review,10,0.52,1
TXN-17026,CUST-1267,Human Review,10,0.384,0
TXN-17026,CUST-1267,Payment Link,7,0.374,1
TXN-17027,CUST-2333,Payment Reminder,5,0.45,1
TXN-17027,CUST-2333,Smart Retry,3,0.39,0
TXN-17028,CUST-1212,Payment Reminder,5,0.578,0
TXN-17028,CUST-1212,Payment Method Update,8,0.448,0
TXN-17029,CUST-3208,Payment Reminder,5,0.392,0
TXN-17029,CUST-3208,Human Review,10,0.392,1
TXN-17029,CUST-3208,Payment Link,7,0.302,0
TXN-17030,CUST-3036,Human Review,10,0.456,0
TXN-17030,CUST-3036,Payment Reminder,5,0.336,0
TXN-17031,CUST-2186,Delayed Retry,4,0.47,1
TXN-17031,CUST-2186,Payment Reminder,5,0.47,0
TXN-17031,CUST-2186,Payment Method Update,8,0.44,0
TXN-17032,CUST-1943,Payment Reminder,5,0.458,1
TXN-17032,CUST-1943,Smart Retry,3,0.658,1
TXN-17032,CUST-1943,Payment Method Update,8,0.428,0
TXN-17033,CUST-1592,Delayed Retry,4,0.606,0
TXN-17033,CUST-1592,Payment Reminder,5,0.546,1
TXN-17034,CUST-3486,Payment Link,7,0.4,0
TXN-17034,CUST-3486,Payment Method Update,8,0.36,0
TXN-17035,CUST-2649,Delayed Retry,4,0.36,0
TXN-17035,CUST-2649,Payment Method Update,8,0.33,1
TXN-17036,CUST-3118,Smart Retry,3,0.666,1
TXN-17036,CUST-3118,Payment Reminder,5,0.466,1
TXN-17037,CUST-2474,Payment Link,7,0.388,1
TXN-17037,CUST-2474,Human Review,10,0.478,0
TXN-17038,CUST-3444,Payment Link,7,0.382,1
TXN-17038,CUST-3444,Human Review,10,0.392,0
TXN-17039,CUST-1294,Delayed Retry,4,0.49,1
TXN-17039,CUST-1294,Smart Retry,3,0.74,0
TXN-17039,CUST-1294,Payment Method Update,8,0.46,1
TXN-17040,CUST-2441,Payment Link,7,0.5,1
TXN-17040,CUST-2441,Human Review,10,0.51,1
TXN-17041,CUST-1854,Delayed Retry,4,0.4,0
TXN-17041,CUST-1854,Payment Method Update,8,0.37,1
TXN-17042,CUST-2817,Payment Reminder,5,0.41,0
TXN-17042,CUST-2817,Smart Retry,3,0.61,1
TXN-17043,CUST-1371,Payment Link,7,0.508,1
TXN-17043,CUST-1371,Payment Reminder,5,0.348,0
TXN-17043,CUST-1371,Smart Retry,3,0.288,0
TXN-17044,CUST-1729,Smart Retry,3,0.308,1
TXN-17044,CUST-1729,Human Review,10,0.388,0
TXN-17044,CUST-1729,Payment Method Update,8,0.338,0
TXN-17045,CUST-1184,Smart Retry,3,0.41,1
TXN-17045,CUST-1184,Payment Link,7,0.43,0
TXN-17045,CUST-1184,Payment Method Update,8,0.39,0
TXN-17046,CUST-2885,Payment Reminder,5,0.376,0
TXN-17046,CUST-2885,Delayed Retry,4,0.376,0
TXN-17047,CUST-1398,Payment Link,7,0.38,1
TXN-17047,CUST-1398,Payment Reminder,5,0.47,1
TXN-17048,CUST-3363,Payment Method Update,8,0.54,1
TXN-17048,CUST-3363,Payment Link,7,0.33,0
TXN-17049,CUST-3306,Delayed Retry,4,0.336,0
TXN-17049,CUST-3306,Payment Method Update,8,0.306,1
TXN-17050,CUST-2271,Payment Reminder,5,0.35,1
TXN-17050,CUST-2271,Smart Retry,3,0.55,0
TXN-17051,CUST-2770,Payment Method Update,8,0.42,0
TXN-17051,CUST-2770,Delayed Retry,4,0.45,1
TXN-17052,CUST-2054,Delayed Retry,4,0.47,1
TXN-17052,CUST-2054,Payment Reminder,5,0.47,1
TXN-17052,CUST-2054,Payment Method Update,8,0.69,1
TXN-17053,CUST-1598,Smart Retry,3,0.35,0
TXN-17053,CUST-1598,Human Review,10,0.51,1
TXN-17054,CUST-3202,Human Review,10,0.51,0
TXN-17054,CUST-3202,Delayed Retry,4,0.31,1
TXN-17054,CUST-3202,Payment Method Update,8,0.28,0
TXN-17055,CUST-2441,Smart Retry,3,0.398,0
TXN-17055,CUST-2441,Delayed Retry,4,0.458,0
TXN-17056,CUST-3131,Payment Link,7,0.496,0
TXN-17056,CUST-3131,Delayed Retry,4,0.336,0
TXN-17057,CUST-2411,Human Review,10,0.474,1
TXN-17057,CUST-2411,Delayed Retry,4,0.454,0
TXN-17058,CUST-2143,Payment Reminder,5,0.368,0
TXN-17058,CUST-2143,Payment Link,7,0.378,1
TXN-17058,CUST-2143,Smart Retry,3,0.618,0
TXN-17059,CUST-3275,Payment Reminder,5,0.466,0
TXN-17059,CUST-3275,Delayed Retry,4,0.466,1
TXN-17059,CUST-3275,Smart Retry,3,0.666,1
TXN-17060,CUST-2408,Payment Link,7,0.44,1
TXN-17060,CUST-2408,Smart Retry,3,0.37,0
TXN-17061,CUST-2845,Payment Link,7,0.456,0
TXN-17061,CUST-2845,Human Review,10,0.466,1
TXN-17061,CUST-2845,Payment Method Update,8,0.416,1
TXN-17062,CUST-2623,Delayed Retry,4,0.4,0
TXN-17062,CUST-2623,Payment Reminder,5,0.4,1
TXN-17062,CUST-2623,Payment Method Update,8,0.62,1
TXN-17063,CUST-3497,Smart Retry,3,0.312,0
TXN-17063,CUST-3497,Payment Method Update,8,0.342,0
TXN-17064,CUST-1794,Human Review,10,0.42,1
TXN-17064,CUST-1794,Payment Method Update,8,0.37,0
TXN-17064,CUST-1794,Payment Link,7,0.41,0
TXN-17065,CUST-3035,Payment Method Update,8,0.396,0
TXN-17065,CUST-3035,Payment Link,7,0.586,1
TXN-17066,CUST-3143,Delayed Retry,4,0.372,1
TXN-17066,CUST-3143,Human Review,10,0.492,0
TXN-17067,CUST-1956,Smart Retry,3,0.46,1
TXN-17067,CUST-1956,Payment Method Update,8,0.44,0
TXN-17068,CUST-2718,Payment Method Update,8,0.412,0
TXN-17068,CUST-2718,Payment Link,7,0.602,1
TXN-17068,CUST-2718,Human Review,10,0.562,0
TXN-17069,CUST-2442,Smart Retry,3,0.304,1
TXN-17069,CUST-2442,Payment Reminder,5,0.364,0
TXN-17069,CUST-2442,Payment Link,7,0.524,0
TXN-17070,CUST-2760,Payment Method Update,8,0.46,1
TXN-17070,CUST-2760,Smart Retry,3,0.43,1
TXN-17071,CUST-1559,Human Review,10,0.428,1
TXN-17071,CUST-1559,Payment Reminder,5,0.508,1
TXN-17071,CUST-1559,Payment Method Update,8,0.378,0
TXN-17072,CUST-1552,Delayed Retry,4,0.504,1
TXN-17072,CUST-1552,Payment Method Update,8,0.314,0
TXN-17072,CUST-1552,Smart Retry,3,0.334,0
TXN-17073,CUST-3236,Human Review,10,0.57,0
TXN-17073,CUST-3236,Smart Retry,3,0.39,1
TXN-17074,CUST-3073,Human Review,10,0.364,0
TXN-17074,CUST-3073,Payment Link,7,0.354,0
TXN-17075,CUST-1472,Payment Link,7,0.36,1
TXN-17075,CUST-1472,Payment Method Update,8,0.32,1
TXN-17075,CUST-1472,Delayed Retry,4,0.35,1
TXN-17076,CUST-2862,Payment Method Update,8,0.326,0
TXN-17076,CUST-2862,Human Review,10,0.476,0
TXN-17077,CUST-1863,Payment Method Update,8,0.366,0
TXN-17077,CUST-1863,Delayed Retry,4,0.396,0
TXN-17078,CUST-2232,Human Review,10,0.55,1
TXN-17078,CUST-2232,Payment Method Update,8,0.4,1
TXN-17079,CUST-3147,Payment Method Update,8,0.662,0
TXN-17079,CUST-3147,Payment Link,7,0.452,1
TXN-17080,CUST-3397,Payment Reminder,5,0.57,0
TXN-17080,CUST-3397,Payment Method Update,8,0.44,0
TXN-17080,CUST-3397,Payment Link,7,0.48,1
TXN-17081,CUST-3088,Payment Link,7,0.37,1
TXN-17081,CUST-3088,Delayed Retry,4,0.36,0
TXN-17082,CUST-2810,Human Review,10,0.558,0
TXN-17082,CUST-2810,Payment Method Update,8,0.408,1
TXN-17083,CUST-3114,Human Review,10,0.54,0
TXN-17083,CUST-3114,Payment Link,7,0.43,0
TXN-17083,CUST-3114,Payment Method Update,8,0.39,0
TXN-17084,CUST-1152,Payment Reminder,5,0.43,0
TXN-17084,CUST-1152,Smart Retry,3,0.63,0
TXN-17084,CUST-1152,Payment Method Update,8,0.4,0
TXN-17085,CUST-2804,Delayed Retry,4,0.376,1
TXN-17085,CUST-2804,Payment Reminder,5,0.376,0
TXN-17085,CUST-2804,Human Review,10,0.396,1
TXN-17086,CUST-1523,Smart Retry,3,0.48,0
TXN-17086,CUST-1523,Payment Method Update,8,0.46,0
TXN-17086,CUST-1523,Human Review,10,0.61,0
TXN-17087,CUST-1451,Delayed Retry,4,0.49,0
TXN-17087,CUST-1451,Payment Method Update,8,0.46,1
TXN-17088,CUST-2968,Payment Link,7,0.4,0
TXN-17088,CUST-2968,Payment Reminder,5,0.39,1
TXN-17088,CUST-2968,Human Review,10,0.51,0
TXN-17089,CUST-1944,Payment Link,7,0.334,0
TXN-17089,CUST-1944,Payment Method Update,8,0.294,1
TXN-17090,CUST-2278,Payment Method Update,8,0.302,0
TXN-17090,CUST-2278,Payment Reminder,5,0.332,1
TXN-17091,CUST-3417,Payment Reminder,5,0.534,0
TXN-17091,CUST-3417,Human Review,10,0.454,0
TXN-17091,CUST-3417,Payment Link,7,0.444,1
TXN-17092,CUST-2957,Payment Reminder,5,0.502,1
TXN-17092,CUST-2957,Delayed Retry,4,0.562,1
TXN-17092,CUST-2957,Human Review,10,0.422,0
TXN-17093,CUST-1023,Payment Reminder,5,0.324,1
TXN-17093,CUST-1023,Delayed Retry,4,0.324,0
TXN-17094,CUST-2476,Human Review,10,0.578,1
TXN-17094,CUST-2476,Smart Retry,3,0.398,0
TXN-17094,CUST-2476,Delayed Retry,4,0.618,1
TXN-17095,CUST-2280,Payment Link,7,0.42,1
TXN-17095,CUST-2280,Smart Retry,3,0.61,1
TXN-17095,CUST-2280,Payment Method Update,8,0.38,1
TXN-17096,CUST-2119,Payment Reminder,5,0.424,0
TXN-17096,CUST-2119,Delayed Retry,4,0.484,1
TXN-17097,CUST-2964,Delayed Retry,4,0.442,0
TXN-17097,CUST-2964,Payment Link,7,0.452,0
TXN-17098,CUST-1899,Delayed Retry,4,0.65,0
TXN-17098,CUST-1899,Payment Reminder,5,0.59,0
TXN-17099,CUST-3095,Payment Link,7,0.384,0
TXN-17099,CUST-3095,Human Review,10,0.574,1
TXN-17099,CUST-3095,Smart Retry,3,0.364,1
TXN-17100,CUST-2151,Payment Method Update,8,0.352,0
TXN-17100,CUST-2151,Delayed Retry,4,0.542,0
TXN-17101,CUST-1361,Delayed Retry,4,0.454,0
TXN-17101,CUST-1361,Human Review,10,0.574,0
TXN-17102,CUST-2400,Human Review,10,0.388,1
TXN-17102,CUST-2400,Payment Method Update,8,0.258,0
TXN-17102,CUST-2400,Payment Reminder,5,0.388,1
TXN-17103,CUST-2411,Payment Reminder,5,0.402,0
TXN-17103,CUST-2411,Payment Link,7,0.412,0
TXN-17103,CUST-2411,Smart Retry,3,0.392,1
TXN-17104,CUST-2196,Smart Retry,3,0.28,0
TXN-17104,CUST-2196,Payment Reminder,5,0.34,1
TXN-17105,CUST-2440,Payment Method Update,8,0.378,0
TXN-17105,CUST-2440,Payment Reminder,5,0.408,0
TXN-17105,CUST-2440,Payment Link,7,0.418,0
TXN-17106,CUST-3485,Human Review,10,0.518,1
TXN-17106,CUST-3485,Smart Retry,3,0.598,1
TXN-17107,CUST-2109,Payment Link,7,0.424,1
TXN-17107,CUST-2109,Human Review,10,0.434,0
TXN-17108,CUST-3418,Smart Retry,3,0.35,1
TXN-17108,CUST-3418,Payment Link,7,0.42,0
TXN-17109,CUST-1984,Human Review,10,0.434,1
TXN-17109,CUST-1984,Smart Retry,3,0.354,1
TXN-17109,CUST-1984,Delayed Retry,4,0.414,0
TXN-17110,CUST-2760,Smart Retry,3,0.646,0
TXN-17110,CUST-2760,Payment Method Update,8,0.366,1
TXN-17110,CUST-2760,Payment Reminder,5,0.396,0
TXN-17111,CUST-1120,Human Review,10,0.47,1
TXN-17111,CUST-1120,Delayed Retry,4,0.45,0
TXN-17111,CUST-1120,Payment Method Update,8,0.42,1
TXN-17112,CUST-2231,Payment Link,7,0.342,1
TXN-17112,CUST-2231,Human Review,10,0.352,0
TXN-17113,CUST-3434,Payment Method Update,8,0.354,0
TXN-17113,CUST-3434,Payment Reminder,5,0.484,0
TXN-17113,CUST-3434,Smart Retry,3,0.324,0
TXN-17114,CUST-1695,Payment Reminder,5,0.288,1
TXN-17114,CUST-1695,Payment Method Update,8,0.508,0
TXN-17114,CUST-1695,Smart Retry,3,0.278,0
TXN-17115,CUST-1461,Payment Method Update,8,0.264,0
TXN-17115,CUST-1461,Smart Retry,3,0.544,0
TXN-17116,CUST-2448,Payment Method Update,8,0.34,0
TXN-17116,CUST-2448,Payment Link,7,0.53,1
TXN-17117,CUST-1558,Payment Method Update,8,0.424,1
TXN-17117,CUST-1558,Human Review,10,0.574,1
TXN-17118,CUST-2252,Smart Retry,3,0.65,1
TXN-17118,CUST-2252,Human Review,10,0.57,0
TXN-17119,CUST-1331,Payment Reminder,5,0.52,0
TXN-17119,CUST-1331,Human Review,10,0.54,1
TXN-17120,CUST-1050,Payment Reminder,5,0.406,1
TXN-17120,CUST-1050,Human Review,10,0.426,0
TXN-17120,CUST-1050,Payment Method Update,8,0.376,0
TXN-17121,CUST-2883,Payment Reminder,5,0.43,0
TXN-17121,CUST-2883,Payment Method Update,8,0.4,1
TXN-17122,CUST-1089,Payment Link,7,0.57,0
TXN-17122,CUST-1089,Delayed Retry,4,0.41,1
TXN-17122,CUST-1089,Human Review,10,0.53,1
TXN-17123,CUST-1557,Payment Link,7,0.56,0
TXN-17123,CUST-1557,Payment Reminder,5,0.4,0
TXN-17123,CUST-1557,Human Review,10,0.52,0
TXN-17124,CUST-1927,Human Review,10,0.414,0
TXN-17124,CUST-1927,Smart Retry,3,0.384,0
TXN-17124,CUST-1927,Delayed Retry,4,0.394,1
TXN-17125,CUST-2344,Payment Method Update,8,0.348,1
TXN-17125,CUST-2344,Smart Retry,3,0.628,1
TXN-17126,CUST-1821,Payment Reminder,5,0.324,1
TXN-17126,CUST-1821,Human Review,10,0.444,0
TXN-17126,CUST-1821,Payment Link,7,0.334,1
TXN-17127,CUST-2949,Payment Reminder,5,0.4,0
TXN-17127,CUST-2949,Payment Link,7,0.56,0
TXN-17127,CUST-2949,Payment Method Update,8,0.37,1
TXN-17128,CUST-2636,Payment Reminder,5,0.348,0
TXN-17128,CUST-2636,Human Review,10,0.368,0
TXN-17129,CUST-2717,Human Review,10,0.388,1
TXN-17129,CUST-2717,Delayed Retry,4,0.368,0
TXN-17129,CUST-2717,Payment Reminder,5,0.368,1
TXN-17130,CUST-2564,Payment Link,7,0.334,1
TXN-17130,CUST-2564,Smart Retry,3,0.264,0
TXN-17130,CUST-2564,Delayed Retry,4,0.484,1
TXN-17131,CUST-1706,Smart Retry,3,0.672,1
TXN-17131,CUST-1706,Payment Reminder,5,0.422,1
TXN-17132,CUST-1334,Smart Retry,3,0.654,1
TXN-17132,CUST-1334,Payment Reminder,5,0.454,1
TXN-17132,CUST-1334,Payment Link,7,0.464,1
TXN-17133,CUST-2896,Smart Retry,3,0.69,0
TXN-17133,CUST-2896,Human Review,10,0.51,1
TXN-17134,CUST-3257,Human Review,10,0.49,0
TXN-17134,CUST-3257,Payment Reminder,5,0.47,0
TXN-17134,CUST-3257,Payment Method Update,8,0.69,0
TXN-17135,CUST-2316,Payment Reminder,5,0.426,1
TXN-17135,CUST-2316,Payment Link,7,0.436,0
TXN-17135,CUST-2316,Payment Method Update,8,0.396,1
TXN-17136,CUST-2196,Payment Method Update,8,0.38,0
TXN-17136,CUST-2196,Payment Link,7,0.42,0
TXN-17137,CUST-1066,Human Review,10,0.47,0
TXN-17137,CUST-1066,Payment Reminder,5,0.45,1
TXN-17137,CUST-1066,Payment Link,7,0.61,1
TXN-17138,CUST-1249,Smart Retry,3,0.404,1
TXN-17138,CUST-1249,Payment Reminder,5,0.514,0
TXN-17139,CUST-2011,Payment Link,7,0.42,0
TXN-17139,CUST-2011,Payment Method Update,8,0.63,1
TXN-17140,CUST-3181,Payment Method Update,8,0.38,1
TXN-17140,CUST-3181,Smart Retry,3,0.4,1
TXN-17140,CUST-3181,Delayed Retry,4,0.57,1
TXN-17141,CUST-1171,Payment Method Update,8,0.58,1
TXN-17141,CUST-1171,Smart Retry,3,0.35,1
TXN-17142,CUST-1404,Human Review,10,0.566,0
TXN-17142,CUST-1404,Smart Retry,3,0.436,0
TXN-17143,CUST-2993,Payment Reminder,5,0.344,0
TXN-17143,CUST-2993,Smart Retry,3,0.284,1
TXN-17143,CUST-2993,Payment Link,7,0.354,0
TXN-17144,CUST-2561,Human Review,10,0.45,0
TXN-17144,CUST-2561,Payment Link,7,0.44,1
TXN-17145,CUST-2371,Smart Retry,3,0.658,1
TXN-17145,CUST-2371,Human Review,10,0.478,0
TXN-17146,CUST-1134,Payment Method Update,8,0.44,0
TXN-17146,CUST-1134,Delayed Retry,4,0.47,0
TXN-17147,CUST-1801,Delayed Retry,4,0.426,0
TXN-17147,CUST-1801,Payment Method Update,8,0.396,0
TXN-17147,CUST-1801,Smart Retry,3,0.626,1
TXN-17148,CUST-1313,Human Review,10,0.352,1
TXN-17148,CUST-1313,Smart Retry,3,0.272,0
TXN-17148,CUST-1313,Delayed Retry,4,0.332,0
TXN-17149,CUST-2836,Human Review,10,0.44,0
TXN-17149,CUST-2836,Smart Retry,3,0.36,1
TXN-17150,CUST-3344,Payment Link,7,0.368,1
TXN-17150,CUST-3344,Payment Method Update,8,0.328,1
TXN-17150,CUST-3344,Human Review,10,0.378,0
TXN-17151,CUST-1123,Delayed Retry,4,0.594,0
TXN-17151,CUST-1123,Human Review,10,0.554,0
TXN-17151,CUST-1123,Payment Link,7,0.444,0
TXN-17152,CUST-1951,Human Review,10,0.496,0
TXN-17152,CUST-1951,Delayed Retry,4,0.376,0
TXN-17152,CUST-1951,Payment Reminder,5,0.376,1
TXN-17153,CUST-2209,Payment Link,7,0.554,1
TXN-17153,CUST-2209,Smart Retry,3,0.334,0
TXN-17153,CUST-2209,Payment Method Update,8,0.364,0
TXN-17154,CUST-2746,Delayed Retry,4,0.46,0
TXN-17154,CUST-2746,Smart Retry,3,0.24,0
TXN-17155,CUST-1460,Payment Link,7,0.388,1
TXN-17155,CUST-1460,Smart Retry,3,0.628,1
TXN-17155,CUST-1460,Delayed Retry,4,0.378,1
TXN-17156,CUST-1939,Payment Reminder,5,0.47,1
TXN-17156,CUST-1939,Delayed Retry,4,0.47,0
TXN-17157,CUST-2696,Smart Retry,3,0.306,0
TXN-17157,CUST-2696,Human Review,10,0.516,1
TXN-17157,CUST-2696,Payment Method Update,8,0.286,1
TXN-17158,CUST-1376,Smart Retry,3,0.346,0
TXN-17158,CUST-1376,Human Review,10,0.376,0
TXN-17158,CUST-1376,Payment Reminder,5,0.356,0
TXN-17159,CUST-1472,Smart Retry,3,0.654,1
TXN-17159,CUST-1472,Payment Link,7,0.464,1
TXN-17160,CUST-1450,Payment Reminder,5,0.51,0
TXN-17160,CUST-1450,Human Review,10,0.53,1
TXN-17160,CUST-1450,Delayed Retry,4,0.57,1
TXN-17161,CUST-2752,Human Review,10,0.472,1
TXN-17161,CUST-2752,Delayed Retry,4,0.512,0
TXN-17162,CUST-3282,Delayed Retry,4,0.36,1
TXN-17162,CUST-3282,Smart Retry,3,0.61,1
TXN-17162,CUST-3282,Payment Link,7,0.37,1
TXN-17163,CUST-3048,Payment Link,7,0.58,1
TXN-17163,CUST-3048,Payment Method Update,8,0.39,0
TXN-17164,CUST-2008,Payment Link,7,0.436,0
TXN-17164,CUST-2008,Payment Method Update,8,0.396,0
TXN-17165,CUST-3200,Human Review,10,0.57,0
TXN-17165,CUST-3200,Payment Reminder,5,0.45,1
TXN-17165,CUST-3200,Payment Method Update,8,0.67,1
TXN-17166,CUST-1978,Smart Retry,3,0.338,0
TXN-17166,CUST-1978,Payment Link,7,0.358,1
TXN-17166,CUST-1978,Payment Method Update,8,0.568,0
TXN-17167,CUST-1304,Delayed Retry,4,0.398,0
TXN-17167,CUST-1304,Payment Reminder,5,0.398,1
TXN-17168,CUST-3346,Payment Link,7,0.416,0
TXN-17168,CUST-3346,Payment Method Update,8,0.376,0
TXN-17169,CUST-2234,Payment Method Update,8,0.646,1
TXN-17169,CUST-2234,Smart Retry,3,0.366,0
TXN-17169,CUST-2234,Payment Link,7,0.436,0
TXN-17170,CUST-2502,Payment Method Update,8,0.312,0
TXN-17170,CUST-2502,Human Review,10,0.542,0
TXN-17171,CUST-2156,Payment Link,7,0.408,0
TXN-17171,CUST-2156,Delayed Retry,4,0.558,1
TXN-17171,CUST-2156,Smart Retry,3,0.388,1
TXN-17172,CUST-1840,Payment Reminder,5,0.38,0
TXN-17172,CUST-1840,Delayed Retry,4,0.38,0
TXN-17172,CUST-1840,Payment Link,7,0.39,0
TXN-17173,CUST-2338,Smart Retry,3,0.66,1
TXN-17173,CUST-2338,Payment Reminder,5,0.41,1
TXN-17173,CUST-2338,Human Review,10,0.51,0
TXN-17174,CUST-2232,Payment Reminder,5,0.466,1
TXN-17174,CUST-2232,Delayed Retry,4,0.466,1
TXN-17175,CUST-2105,Delayed Retry,4,0.574,0
TXN-17175,CUST-2105,Human Review,10,0.534,0
TXN-17176,CUST-2471,Smart Retry,3,0.37,0
TXN-17176,CUST-2471,Payment Link,7,0.59,0
TXN-17177,CUST-1049,Payment Link,7,0.41,1
TXN-17177,CUST-1049,Human Review,10,0.52,0
TXN-17178,CUST-3493,Payment Reminder,5,0.41,1
TXN-17178,CUST-3493,Human Review,10,0.43,1
TXN-17179,CUST-2756,Human Review,10,0.498,0
TXN-17179,CUST-2756,Smart Retry,3,0.418,0
TXN-17180,CUST-2905,Human Review,10,0.468,0
TXN-17180,CUST-2905,Delayed Retry,4,0.508,0
TXN-17180,CUST-2905,Payment Reminder,5,0.448,0
TXN-17181,CUST-1639,Delayed Retry,4,0.4,1
TXN-17181,CUST-1639,Payment Reminder,5,0.4,1
TXN-17181,CUST-1639,Payment Link,7,0.41,1
TXN-17182,CUST-2785,Human Review,10,0.55,1
TXN-17182,CUST-2785,Payment Reminder,5,0.43,0
TXN-17183,CUST-2821,Delayed Retry,4,0.324,1
TXN-17183,CUST-2821,Payment Reminder,5,0.324,0
TXN-17183,CUST-2821,Human Review,10,0.444,1
TXN-17184,CUST-2091,Smart Retry,3,0.63,1
TXN-17184,CUST-2091,Human Review,10,0.55,1
TXN-17185,CUST-3111,Payment Method Update,8,0.42,0
TXN-17185,CUST-3111,Payment Link,7,0.46,0
TXN-17186,CUST-3133,Delayed Retry,4,0.524,0
TXN-17186,CUST-3133,Payment Link,7,0.374,1
TXN-17186,CUST-3133,Payment Reminder,5,0.464,0
TXN-17187,CUST-2737,Payment Method Update,8,0.686,1
TXN-17187,CUST-2737,Delayed Retry,4,0.466,1
TXN-17188,CUST-3050,Delayed Retry,4,0.522,0
TXN-17188,CUST-3050,Human Review,10,0.462,0
TXN-17189,CUST-1666,Payment Link,7,0.338,0
TXN-17189,CUST-1666,Human Review,10,0.348,1
TXN-17190,CUST-2803,Delayed Retry,4,0.466,0
TXN-17190,CUST-2803,Smart Retry,3,0.456,0
TXN-17191,CUST-2380,Payment Link,7,0.424,1
TXN-17191,CUST-2380,Delayed Retry,4,0.574,0
TXN-17192,CUST-3320,Delayed Retry,4,0.458,0
TXN-17192,CUST-3320,Human Review,10,0.578,1
TXN-17193,CUST-1692,Delayed Retry,4,0.606,0
TXN-17193,CUST-1692,Smart Retry,3,0.386,1
TXN-17193,CUST-1692,Payment Method Update,8,0.416,1
TXN-17194,CUST-2674,Smart Retry,3,0.31,0
TXN-17194,CUST-2674,Payment Method Update,8,0.54,1
TXN-17195,CUST-1530,Payment Reminder,5,0.388,0
TXN-17195,CUST-1530,Payment Method Update,8,0.608,0
TXN-17196,CUST-2376,Payment Link,7,0.43,0
TXN-17196,CUST-2376,Smart Retry,3,0.62,1
TXN-17196,CUST-2376,Delayed Retry,4,0.42,0
TXN-17197,CUST-2478,Payment Reminder,5,0.414,0
TXN-17197,CUST-2478,Smart Retry,3,0.664,0
TXN-17197,CUST-2478,Payment Method Update,8,0.384,1
TXN-17198,CUST-2805,Human Review,10,0.376,1
TXN-17198,CUST-2805,Payment Reminder,5,0.356,0
TXN-17198,CUST-2805,Payment Link,7,0.366,0
TXN-17199,CUST-1032,Payment Method Update,8,0.408,0
TXN-17199,CUST-1032,Payment Reminder,5,0.538,1
TXN-17199,CUST-1032,Human Review,10,0.558,0
TXN-17200,CUST-2800,Smart Retry,3,0.63,1
TXN-17200,CUST-2800,Delayed Retry,4,0.43,0
TXN-17200,CUST-2800,Payment Reminder,5,0.43,1
TXN-17201,CUST-1387,Payment Method Update,8,0.36,0
TXN-17201,CUST-1387,Payment Reminder,5,0.49,1
TXN-17201,CUST-1387,Delayed Retry,4,0.55,1
TXN-17202,CUST-1819,Delayed Retry,4,0.36,0
TXN-17202,CUST-1819,Payment Link,7,0.37,1
TXN-17203,CUST-3111,Smart Retry,3,0.6,1
TXN-17203,CUST-3111,Payment Method Update,8,0.37,1
TXN-17203,CUST-3111,Payment Link,7,0.41,0
TXN-17204,CUST-2115,Payment Link,7,0.366,0
TXN-17204,CUST-2115,Payment Reminder,5,0.356,0
TXN-17205,CUST-1426,Human Review,10,0.408,0
TXN-17205,CUST-1426,Smart Retry,3,0.328,1
TXN-17205,CUST-1426,Delayed Retry,4,0.388,0
TXN-17206,CUST-1283,Payment Method Update,8,0.302,0
TXN-17206,CUST-1283,Delayed Retry,4,0.492,1
TXN-17207,CUST-3114,Payment Reminder,5,0.408,0
TXN-17207,CUST-3114,Human Review,10,0.428,0
TXN-17207,CUST-3114,Payment Method Update,8,0.378,0
TXN-17208,CUST-3169,Smart Retry,3,0.302,1
TXN-17208,CUST-3169,Payment Link,7,0.322,0
TXN-17209,CUST-1902,Payment Link,7,0.394,1
TXN-17209,CUST-1902,Delayed Retry,4,0.384,1
TXN-17210,CUST-1969,Payment Link,7,0.48,1
TXN-17210,CUST-1969,Smart Retry,3,0.31,0
TXN-17210,CUST-1969,Payment Reminder,5,0.32,1
TXN-17211,CUST-3054,Payment Method Update,8,0.37,1
TXN-17211,CUST-3054,Smart Retry,3,0.39,1
TXN-17211,CUST-3054,Delayed Retry,4,0.56,1
TXN-17212,CUST-3263,Smart Retry,3,0.37,0
TXN-17212,CUST-3263,Payment Link,7,0.44,0
TXN-17213,CUST-1604,Payment Reminder,5,0.41,1
TXN-17213,CUST-1604,Payment Link,7,0.42,0
TXN-17214,CUST-3457,Human Review,10,0.42,0
TXN-17214,CUST-3457,Smart Retry,3,0.39,0
TXN-17215,CUST-1691,Payment Reminder,5,0.366,1
TXN-17215,CUST-1691,Human Review,10,0.486,1
TXN-17216,CUST-2738,Delayed Retry,4,0.344,1
TXN-17216,CUST-2738,Payment Link,7,0.504,0
TXN-17216,CUST-2738,Payment Method Update,8,0.314,1
TXN-17217,CUST-2509,Payment Reminder,5,0.434,0
TXN-17217,CUST-2509,Payment Method Update,8,0.404,0
TXN-17218,CUST-1441,Delayed Retry,4,0.434,1
TXN-17218,CUST-1441,Smart Retry,3,0.634,0
TXN-17218,CUST-1441,Human Review,10,0.454,1
TXN-17219,CUST-3261,Payment Method Update,8,0.436,0
TXN-17219,CUST-3261,Smart Retry,3,0.666,1
TXN-17219,CUST-3261,Payment Reminder,5,0.466,1
TXN-17220,CUST-1262,Payment Link,7,0.432,1
TXN-17220,CUST-1262,Payment Reminder,5,0.522,1
