transaction_id,customer_id,amount,payment_method,failure_reason,previous_successful_payments,previous_recovery_success,recovery_attempts,customer_annual_value,recovered
TXN-14737,CUST-1504,6383.38,Credit Card,Insufficient Funds,8,1,2,114745.57,0
TXN-14738,CUST-2234,5853.43,Wallet,Insufficient Funds,4,0,1,60329.67,0
TXN-14739,CUST-2606,6159.46,Credit Card,Insufficient Funds,12,0,2,108074.15,0
TXN-14740,CUST-3144,6196.85,Credit Card,Insufficient Funds,9,0,1,52808.63,0
TXN-14741,CUST-1928,13426.91,UPI,Temporary Bank/Network Error,3,0,1,77938.51,0
TXN-14742,CUST-2951,10774.04,Debit Card,Payment Gateway Timeout,1,0,2,59497.05,0
TXN-14743,CUST-3099,11589.77,Net Banking,Card Expired,10,0,2,90290.95,0
TXN-14744,CUST-1566,3084.37,UPI,Temporary Bank/Network Error,11,1,2,77230.25,1
TXN-14745,CUST-1284,6405.88,Credit Card,Insufficient Funds,5,1,2,155915.88,0
TXN-14746,CUST-1044,12150.96,Credit Card,Payment Gateway Timeout,8,0,1,45497.31,0
TXN-14747,CUST-2186,4396.07,UPI,Authentication Failed,8,0,4,103606.08,0
TXN-14748,CUST-1198,7475.12,Credit Card,Authentication Failed,9,0,0,48461.07,0
TXN-14749,CUST-2060,6117.28,Wallet,Insufficient Funds,4,0,3,88990.79,0
TXN-14750,CUST-3422,12280.79,Credit Card,Insufficient Funds,5,0,2,43196.04,0
TXN-14751,CUST-3406,18179.16,UPI,Card Expired,6,0,0,49559.27,0
TXN-14752,CUST-3018,5076.63,Wallet,Card Expired,8,0,4,82538.34,0
TXN-14753,CUST-2338,5750.85,Debit Card,Temporary Bank/Network Error,12,0,1,123586.64,1
TXN-14754,CUST-3379,7070.12,UPI,Temporary Bank/Network Error,7,1,1,95144.04,1
TXN-14755,CUST-2885,7075.19,Credit Card,Temporary Bank/Network Error,14,0,1,86677.49,1
TXN-14756,CUST-3377,8240.91,Debit Card,Payment Gateway Timeout,7,1,0,51894.02,1
TXN-14757,CUST-1697,9965.6,Net Banking,Card Expired,6,1,0,21592.84,0
TXN-14758,CUST-3462,4363.72,UPI,Payment Gateway Timeout,5,0,3,57330.02,0
TXN-14759,CUST-3289,6450.5,UPI,Temporary Bank/Network Error,11,1,1,78575.74,1
TXN-14760,CUST-2790,6421.01,UPI,Insufficient Funds,5,1,1,71460.06,0
TXN-14761,CUST-1580,10334.38,Credit Card,Temporary Bank/Network Error,12,0,1,113194.09,1
TXN-14762,CUST-2081,6381.58,Credit Card,Authentication Failed,12,1,2,135299.43,1
TXN-14763,CUST-1977,5898.12,Credit Card,Temporary Bank/Network Error,9,1,0,62569.29,1
TXN-14764,CUST-3110,5123.45,Net Banking,Payment Gateway Timeout,3,1,0,135316.63,1
TXN-14765,CUST-2659,4256.19,Net Banking,Authentication Failed,5,1,4,74045.1,0
TXN-14766,CUST-1356,6463.97,UPI,Temporary Bank/Network Error,11,1,1,51674.2,1
TXN-14767,CUST-1322,6423.22,Wallet,Temporary Bank/Network Error,10,1,0,69581.87,1
TXN-14768,CUST-3296,3480.36,UPI,Payment Gateway Timeout,9,1,3,41310.75,1
TXN-14769,CUST-2814,10211.25,UPI,Temporary Bank/Network Error,7,1,3,69358.11,1
TXN-14770,CUST-2683,7911.92,Debit Card,Temporary Bank/Network Error,10,1,1,84371.75,1
TXN-14771,CUST-3009,3813.0,UPI,Temporary Bank/Network Error,14,0,1,41334.91,1
TXN-14772,CUST-1598,8336.7,Net Banking,Insufficient Funds,5,1,1,263718.78,0
TXN-14773,CUST-2849,5174.8,UPI,Temporary Bank/Network Error,5,1,1,67180.78,1
TXN-14774,CUST-1140,8975.8,Debit Card,Temporary Bank/Network Error,9,1,4,38284.28,1
TXN-14775,CUST-1648,4712.25,Debit Card,Temporary Bank/Network Error,10,0,0,68373.58,1
TXN-14776,CUST-2537,7225.86,Debit Card,Temporary Bank/Network Error,12,0,3,168185.54,1
TXN-14777,CUST-1987,18150.66,Credit Card,Card Expired,6,1,2,72041.72,0
TXN-14778,CUST-2920,10366.74,UPI,Insufficient Funds,5,0,1,107281.4,0
TXN-14779,CUST-1425,13154.39,Credit Card,Temporary Bank/Network Error,9,0,0,91206.62,1
TXN-14780,CUST-1754,11232.94,Debit Card,Temporary Bank/Network Error,11,0,3,51328.88,1
TXN-14781,CUST-1766,6227.59,Debit Card,Insufficient Funds,6,0,0,142656.1,0
TXN-14782,CUST-1845,3585.73,Credit Card,Temporary Bank/Network Error,4,0,1,40567.66,0
TXN-14783,CUST-2680,3418.67,Net Banking,Payment Gateway Timeout,6,0,1,92404.7,0
TXN-14784,CUST-2140,7167.91,Debit Card,Temporary Bank/Network Error,11,1,1,63408.05,1
TXN-14785,CUST-2904,6326.93,Credit Card,Payment Gateway Timeout,6,1,3,121061.7,1
TXN-14786,CUST-2988,6779.27,Net Banking,Temporary Bank/Network Error,9,0,1,68562.14,1
TXN-14787,CUST-2174,7558.96,UPI,Authentication Failed,7,0,1,66702.44,0
TXN-14788,CUST-3077,7550.36,UPI,Insufficient Funds,6,1,0,53397.63,0
TXN-14789,CUST-2169,9653.26,Credit Card,Card Expired,7,1,1,97995.6,0
TXN-14790,CUST-2612,2706.5,Debit Card,Temporary Bank/Network Error,6,1,2,138833.63,1
TXN-14791,CUST-1890,5735.44,UPI,Authentication Failed,9,0,0,112838.73,0
TXN-14792,CUST-1062,9279.06,Net Banking,Insufficient Funds,6,1,2,168089.21,0
TXN-14793,CUST-3185,5892.67,Debit Card,Temporary Bank/Network Error,12,0,0,52765.55,1
TXN-14794,CUST-3453,7000.03,Wallet,Payment Gateway Timeout,6,1,0,111579.41,1
TXN-14795,CUST-1725,2660.73,Credit Card,Insufficient Funds,9,0,3,48586.49,0
TXN-14796,CUST-1051,13217.06,Net Banking,Authentication Failed,3,1,3,64212.85,0
TXN-14797,CUST-2815,5103.21,Net Banking,Card Expired,4,1,2,47876.54,0
TXN-14798,CUST-1052,11825.95,UPI,Card Expired,0,0,2,18611.14,0
TXN-14799,CUST-3208,5574.35,UPI,Insufficient Funds,5,0,2,46942.47,0
TXN-14800,CUST-1363,5950.15,Wallet,Card Expired,10,0,2,75768.54,0
TXN-14801,CUST-2376,5423.12,UPI,Temporary Bank/Network Error,7,1,5,165604.24,1
TXN-14802,CUST-1596,5529.82,Debit Card,Temporary Bank/Network Error,6,1,2,167952.99,1
TXN-14803,CUST-1701,11171.97,UPI,Temporary Bank/Network Error,6,0,0,49521.03,1
TXN-14804,CUST-3356,7234.41,Wallet,Authentication Failed,3,1,3,62735.77,0
TXN-14805,CUST-1302,5433.87,Credit Card,Authentication Failed,6,1,2,102907.32,0
TXN-14806,CUST-1712,10343.14,Credit Card,Authentication Failed,12,1,0,84972.65,1
TXN-14807,CUST-2030,7942.05,Credit Card,Temporary Bank/Network Error,5,0,3,83126.3,0
TXN-14808,CUST-3182,5522.38,Wallet,Card Expired,7,0,0,52482.51,0
TXN-14809,CUST-1832,2878.7,Credit Card,Authentication Failed,5,1,2,273232.1,0
TXN-14810,CUST-1574,2622.8,UPI,Temporary Bank/Network Error,6,1,1,94144.46,1
TXN-14811,CUST-3406,4334.58,Credit Card,Insufficient Funds,9,0,1,152670.68,0
TXN-14812,CUST-1343,8468.13,UPI,Insufficient Funds,11,1,1,92280.22,1
TXN-14813,CUST-1893,6652.27,UPI,Insufficient Funds,7,0,1,68448.55,0
TXN-14814,CUST-1610,15265.24,Wallet,Temporary Bank/Network Error,13,0,1,77225.18,1
TXN-14815,CUST-2321,6555.22,Debit Card,Temporary Bank/Network Error,7,1,0,155827.16,1
TXN-14816,CUST-3302,8965.04,UPI,Temporary Bank/Network Error,4,1,1,58350.47,1
TXN-14817,CUST-3353,17025.89,Net Banking,Card Expired,6,1,4,94112.9,0
TXN-14818,CUST-2133,5674.2,Credit Card,Authentication Failed,8,1,1,90624.4,1
TXN-14819,CUST-3161,4721.51,UPI,Temporary Bank/Network Error,8,1,1,63371.0,1
TXN-14820,CUST-1194,8223.72,Credit Card,Authentication Failed,14,0,3,116683.58,0
TXN-14821,CUST-2746,3620.55,UPI,Authentication Failed,9,1,5,107993.56,0
TXN-14822,CUST-1967,6899.99,Credit Card,Payment Gateway Timeout,10,1,3,51846.76,1
TXN-14823,CUST-2686,9120.35,Net Banking,Card Expired,6,1,1,44909.11,0
TXN-14824,CUST-1581,7631.37,UPI,Authentication Failed,13,1,3,51508.65,1
TXN-14825,CUST-2461,4527.4,Net Banking,Authentication Failed,8,1,0,62960.45,1
TXN-14826,CUST-1209,5158.17,Credit Card,Insufficient Funds,7,0,2,71688.28,0
TXN-14827,CUST-1845,7830.18,Credit Card,Card Expired,5,1,1,80986.37,0
TXN-14828,CUST-1550,4256.47,Debit Card,Authentication Failed,10,0,2,68694.33,0
TXN-14829,CUST-1376,20527.52,Wallet,Card Expired,6,0,1,49008.8,0
TXN-14830,CUST-2184,4604.03,UPI,Card Expired,6,1,1,33174.65,0
TXN-14831,CUST-2217,4892.37,Credit Card,Temporary Bank/Network Error,7,1,2,104290.03,1
TXN-14832,CUST-2103,5977.85,Net Banking,Payment Gateway Timeout,10,0,2,35707.25,0
TXN-14833,CUST-3194,20625.28,Credit Card,Insufficient Funds,3,0,1,76378.73,0
TXN-14834,CUST-1129,11573.8,UPI,Card Expired,8,1,3,77303.35,0
TXN-14835,CUST-2474,13525.1,Debit Card,Insufficient Funds,6,1,1,145113.87,0
TXN-14836,CUST-3456,7221.66,UPI,Payment Gateway Timeout,4,0,0,69842.45,0
TXN-14837,CUST-2769,8450.46,Debit Card,Authentication Failed,9,1,0,49499.94,1
TXN-14838,CUST-3102,13018.18,UPI,Authentication Failed,8,0,2,78269.17,0
TXN-14839,CUST-2708,6552.43,Debit Card,Payment Gateway Timeout,12,1,3,63182.4,1
TXN-14840,CUST-1585,4848.33,Credit Card,Temporary Bank/Network Error,7,0,2,25889.64,0
TXN-14841,CUST-1508,3846.04,Credit Card,Card Expired,6,1,0,74558.29,0
TXN-14842,CUST-3322,6518.29,Debit Card,Card Expired,3,0,1,20432.74,0
TXN-14843,CUST-2561,11796.36,UPI,Insufficient Funds,8,1,1,208472.79,1
TXN-14844,CUST-3443,3797.34,Debit Card,Insufficient Funds,11,1,4,42142.56,0
TXN-14845,CUST-2260,11338.22,Credit Card,Temporary Bank/Network Error,6,1,1,72363.79,1
TXN-14846,CUST-1728,7224.1,UPI,Authentication Failed,5,1,1,21780.27,0
TXN-14847,CUST-2866,7215.12,UPI,Insufficient Funds,5,1,1,55324.21,0
TXN-14848,CUST-2150,7130.91,Credit Card,Payment Gateway Timeout,7,0,0,54511.1,1
TXN-14849,CUST-2111,2226.13,Wallet,Authentication Failed,12,1,0,37502.29,1
TXN-14850,CUST-1326,3837.85,Credit Card,Temporary Bank/Network Error,4,1,0,107119.26,1
TXN-14851,CUST-1340,5536.92,UPI,Insufficient Funds,8,1,2,125398.66,0
TXN-14852,CUST-1456,4715.86,Debit Card,Authentication Failed,10,0,3,59200.49,0
TXN-14853,CUST-3295,4047.33,Debit Card,Temporary Bank/Network Error,8,1,3,34256.42,1
TXN-14854,CUST-1363,6188.8,Credit Card,Card Expired,6,0,3,83970.15,0
TXN-14855,CUST-3365,6017.57,UPI,Insufficient Funds,5,1,2,148428.68,0
TXN-14856,CUST-2363,3528.0,Credit Card,Temporary Bank/Network Error,7,0,1,43409.94,1
TXN-14857,CUST-2582,6994.11,UPI,Authentication Failed,8,0,1,160915.82,0
TXN-14858,CUST-2770,5573.4,UPI,Temporary Bank/Network Error,5,0,3,106946.12,0
TXN-14859,CUST-3360,7764.39,UPI,Card Expired,3,0,3,33800.06,0
TXN-14860,CUST-1133,12573.36,Credit Card,Temporary Bank/Network Error,5,1,4,84367.13,0
TXN-14861,CUST-3149,2334.81,Net Banking,Temporary Bank/Network Error,9,1,3,25316.46,1
TXN-14862,CUST-3210,8628.57,Debit Card,Payment Gateway Timeout,7,0,0,76454.34,1
TXN-14863,CUST-1137,7261.5,UPI,Temporary Bank/Network Error,9,0,3,98041.47,1
TXN-14864,CUST-2991,4746.64,UPI,Payment Gateway Timeout,7,1,0,57742.28,1
TXN-14865,CUST-2084,17643.62,Net Banking,Card Expired,10,0,1,107118.79,0
TXN-14866,CUST-3232,4691.77,UPI,Payment Gateway Timeout,13,1,2,39762.57,1
TXN-14867,CUST-1160,6837.41,Credit Card,Insufficient Funds,9,0,1,88884.45,0
TXN-14868,CUST-1034,7804.41,Net Banking,Temporary Bank/Network Error,8,0,0,87016.22,1
TXN-14869,CUST-2421,3193.05,Wallet,Authentication Failed,8,0,3,138297.52,0
TXN-14870,CUST-3471,12267.47,Credit Card,Temporary Bank/Network Error,6,1,0,67896.77,1
TXN-14871,CUST-3144,7358.73,Debit Card,Card Expired,6,0,0,16059.02,0
TXN-14872,CUST-2789,6063.52,Debit Card,Authentication Failed,5,1,2,28764.74,0
TXN-14873,CUST-2413,2165.82,Credit Card,Insufficient Funds,6,0,1,90631.37,0
TXN-14874,CUST-3205,5631.08,Net Banking,Insufficient Funds,13,1,2,59473.64,1
TXN-14875,CUST-2985,7727.94,Credit Card,Payment Gateway Timeout,9,1,0,72534.89,1
TXN-14876,CUST-2917,2011.91,UPI,Card Expired,12,1,0,158103.67,1
TXN-14877,CUST-3317,11436.93,Debit Card,Temporary Bank/Network Error,9,0,2,77831.09,1
TXN-14878,CUST-3330,10167.02,Debit Card,Insufficient Funds,6,0,1,88542.7,0
TXN-14879,CUST-3264,11794.94,Credit Card,Insufficient Funds,12,1,2,14136.69,1
TXN-14880,CUST-2264,4691.79,Credit Card,Temporary Bank/Network Error,8,1,2,69744.87,1
TXN-14881,CUST-2830,4761.83,Credit Card,Card Expired,5,0,0,39840.37,0
TXN-14882,CUST-2830,2191.46,Debit Card,Insufficient Funds,5,1,2,30878.19,0
TXN-14883,CUST-2197,11562.03,Debit Card,Temporary Bank/Network Error,5,0,0,26021.09,0
TXN-14884,CUST-2272,7480.71,Wallet,Temporary Bank/Network Error,8,1,0,95535.4,1
TXN-14885,CUST-3343,2837.75,UPI,Payment Gateway Timeout,8,0,1,123431.68,1
TXN-14886,CUST-2450,4550.86,Net Banking,Temporary Bank/Network Error,8,1,1,43518.45,1
TXN-14887,CUST-1712,10425.27,Wallet,Insufficient Funds,12,0,2,207781.07,0
TXN-14888,CUST-1590,5261.84,Credit Card,Temporary Bank/Network Error,5,1,1,106888.47,1
TXN-14889,CUST-2518,5850.46,Credit Card,Payment Gateway Timeout,9,0,2,44449.04,0
TXN-14890,CUST-1761,5407.51,Debit Card,Authentication Failed,7,0,2,88141.72,0
TXN-14891,CUST-1796,6466.02,Credit Card,Payment Gateway Timeout,9,0,0,91656.7,1
TXN-14892,CUST-1386,10264.58,UPI,Temporary Bank/Network Error,11,1,0,47355.1,1
TXN-14893,CUST-2332,8870.2,UPI,Temporary Bank/Network Error,6,0,1,31857.9,0
TXN-14894,CUST-1429,3305.7,Wallet,Card Expired,6,1,2,25918.31,0
TXN-14895,CUST-2809,4455.37,UPI,Payment Gateway Timeout,4,1,0,68306.1,1
TXN-14896,CUST-2898,7603.41,Debit Card,Temporary Bank/Network Error,5,1,1,125336.98,1
TXN-14897,CUST-1089,2795.76,Debit Card,Authentication Failed,7,1,1,91760.4,0
TXN-14898,CUST-1347,6073.75,Debit Card,Temporary Bank/Network Error,11,1,3,61894.55,1
TXN-14899,CUST-1612,10749.22,Net Banking,Temporary Bank/Network Error,7,0,5,48888.54,0
TXN-14900,CUST-1243,2993.71,Net Banking,Temporary Bank/Network Error,6,1,2,251586.82,1
TXN-14901,CUST-2234,6048.04,UPI,Payment Gateway Timeout,6,1,2,153006.91,1
TXN-14902,CUST-3143,9008.08,Wallet,Card Expired,3,1,4,161315.22,0
TXN-14903,CUST-1433,6624.37,Wallet,Temporary Bank/Network Error,8,1,2,22529.8,1
TXN-14904,CUST-1009,6612.72,Debit Card,Temporary Bank/Network Error,6,1,5,145063.98,0
TXN-14905,CUST-2787,3655.22,Wallet,Temporary Bank/Network Error,4,0,0,92458.32,0
TXN-14906,CUST-3201,6044.41,UPI,Authentication Failed,7,0,0,35559.68,0
TXN-14907,CUST-3344,13023.46,UPI,Insufficient Funds,15,1,1,42898.93,1
TXN-14908,CUST-1372,4746.09,Credit Card,Insufficient Funds,11,0,1,82433.11,0
TXN-14909,CUST-3180,6890.86,Debit Card,Temporary Bank/Network Error,7,1,4,120801.36,1
TXN-14910,CUST-2142,7866.44,Credit Card,Card Expired,7,1,1,33146.0,1
TXN-14911,CUST-1575,5669.71,UPI,Temporary Bank/Network Error,5,0,3,177010.42,0
TXN-14912,CUST-1430,14231.48,Wallet,Payment Gateway Timeout,6,1,2,62929.5,1
TXN-14913,CUST-2111,6550.94,Wallet,Authentication Failed,7,1,3,150893.24,0
TXN-14914,CUST-2230,9775.48,Net Banking,Payment Gateway Timeout,11,1,4,70032.43,1
TXN-14915,CUST-1835,14717.56,Wallet,Card Expired,9,0,1,52922.76,0
TXN-14916,CUST-2089,16484.69,Debit Card,Temporary Bank/Network Error,6,1,0,40718.29,1
TXN-14917,CUST-2689,11670.63,Credit Card,Card Expired,8,1,1,33192.85,0
TXN-14918,CUST-2273,4191.66,Credit Card,Insufficient Funds,10,1,0,74453.6,1
TXN-14919,CUST-1065,4545.5,Debit Card,Card Expired,12,0,0,59364.53,0
TXN-14920,CUST-2952,6195.53,Credit Card,Insufficient Funds,10,1,0,37104.38,1
TXN-14921,CUST-2662,3539.3,UPI,Temporary Bank/Network Error,6,1,3,102876.66,1
TXN-14922,CUST-3229,6351.9,Credit Card,Temporary Bank/Network Error,9,1,2,52267.98,1
TXN-14923,CUST-3001,9133.03,Debit Card,Payment Gateway Timeout,9,1,2,300000.0,1
TXN-14924,CUST-2531,2928.13,Debit Card,Temporary Bank/Network Error,11,0,1,95309.68,1
TXN-14925,CUST-2807,10497.85,Net Banking,Authentication Failed,9,1,0,56725.68,1
TXN-14926,CUST-1343,4502.57,UPI,Insufficient Funds,4,1,5,81249.85,0
TXN-14927,CUST-2310,8357.91,Debit Card,Authentication Failed,5,0,1,300000.0,0
TXN-14928,CUST-2140,6749.68,UPI,Temporary Bank/Network Error,8,0,3,111198.68,1
TXN-14929,CUST-3023,4193.8,Debit Card,Temporary Bank/Network Error,5,1,1,149236.73,1
TXN-14930,CUST-2967,16443.23,Credit Card,Temporary Bank/Network Error,7,1,1,37991.67,1
TXN-14931,CUST-1541,16450.97,Credit Card,Temporary Bank/Network Error,10,1,2,111964.15,1
TXN-14932,CUST-1523,3381.41,Wallet,Temporary Bank/Network Error,2,1,0,40901.34,1
TXN-14933,CUST-1538,5790.17,UPI,Card Expired,8,1,1,41367.1,0
TXN-14934,CUST-3046,3532.82,Credit Card,Payment Gateway Timeout,4,0,4,131236.27,1
TXN-14935,CUST-2836,8789.67,Credit Card,Insufficient Funds,3,1,1,79886.05,0
TXN-14936,CUST-2840,3062.78,UPI,Payment Gateway Timeout,4,0,4,91173.46,0
TXN-14937,CUST-2397,5336.91,UPI,Authentication Failed,6,0,0,125787.79,0
TXN-14938,CUST-3437,8253.05,UPI,Temporary Bank/Network Error,10,0,4,56736.51,1
TXN-14939,CUST-2887,7507.21,UPI,Card Expired,8,1,1,179243.07,1
TXN-14940,CUST-1639,5365.58,UPI,Insufficient Funds,10,1,1,24374.13,1
TXN-14941,CUST-1884,5693.37,Wallet,Payment Gateway Timeout,10,1,1,58297.24,1
TXN-14942,CUST-1154,4488.21,UPI,Card Expired,8,0,3,82976.71,0
TXN-14943,CUST-3096,4320.94,Wallet,Insufficient Funds,8,0,3,102765.61,0
TXN-14944,CUST-1946,5040.22,UPI,Temporary Bank/Network Error,5,0,2,145821.8,0
TXN-14945,CUST-1046,5065.29,UPI,Payment Gateway Timeout,12,1,1,117482.34,1
TXN-14946,CUST-2287,10844.92,UPI,Payment Gateway Timeout,8,0,6,60247.6,0
TXN-14947,CUST-1979,8193.19,Credit Card,Insufficient Funds,7,0,2,95850.76,0
TXN-14948,CUST-2466,17475.61,UPI,Payment Gateway Timeout,16,1,1,78372.98,1
TXN-14949,CUST-3069,5801.38,UPI,Temporary Bank/Network Error,6,0,0,60614.27,1
TXN-14950,CUST-2974,5649.54,Debit Card,Insufficient Funds,6,0,2,53528.04,0
TXN-14951,CUST-2597,2191.86,Credit Card,Card Expired,11,0,2,66768.4,0
TXN-14952,CUST-1701,9083.85,Net Banking,Card Expired,6,0,3,62091.76,0
TXN-14953,CUST-3164,7445.09,Debit Card,Payment Gateway Timeout,7,0,2,138583.0,0
TXN-14954,CUST-2013,7504.01,Net Banking,Payment Gateway Timeout,7,1,1,164908.34,1
TXN-14955,CUST-2778,10720.98,Credit Card,Insufficient Funds,5,1,1,27309.38,0
TXN-14956,CUST-3037,6137.22,Net Banking,Payment Gateway Timeout,9,1,0,46093.23,1
TXN-14957,CUST-2717,4653.74,UPI,Temporary Bank/Network Error,10,0,2,135989.94,1
TXN-14958,CUST-1549,19450.69,Net Banking,Payment Gateway Timeout,11,1,1,84327.94,1
TXN-14959,CUST-3364,8313.87,Debit Card,Card Expired,7,1,3,109627.48,0
TXN-14960,CUST-2866,7393.25,Credit Card,Payment Gateway Timeout,9,1,1,59988.26,1
TXN-14961,CUST-3362,5938.6,Net Banking,Authentication Failed,9,0,1,67674.66,0
TXN-14962,CUST-2265,15265.8,UPI,Temporary Bank/Network Error,4,0,1,38829.8,0
TXN-14963,CUST-2763,5069.04,Wallet,Authentication Failed,5,0,0,87647.66,0
TXN-14964,CUST-2877,18429.21,Debit Card,Insufficient Funds,9,1,4,37253.76,0
TXN-14965,CUST-1760,10614.77,Wallet,Temporary Bank/Network Error,8,1,0,92103.15,1
TXN-14966,CUST-1554,5036.73,Debit Card,Insufficient Funds,7,0,2,79422.23,0
TXN-14967,CUST-2653,17659.39,UPI,Payment Gateway Timeout,11,1,2,48911.31,1
TXN-14968,CUST-3151,14509.16,Debit Card,Card Expired,9,0,4,74239.11,0
TXN-14969,CUST-2517,7801.12,Net Banking,Authentication Failed,5,1,1,65042.14,0
TXN-14970,CUST-2946,7005.9,UPI,Temporary Bank/Network Error,11,0,2,62132.25,1
TXN-14971,CUST-2494,6245.42,UPI,Insufficient Funds,4,0,2,104975.05,0
TXN-14972,CUST-2874,7152.57,Credit Card,Payment Gateway Timeout,7,1,2,49360.87,1
TXN-14973,CUST-1352,4483.02,UPI,Authentication Failed,6,0,1,68300.26,0
TXN-14974,CUST-3284,11714.73,Credit Card,Temporary Bank/Network Error,5,1,4,105742.86,1
TXN-14975,CUST-2760,13632.75,Net Banking,Temporary Bank/Network Error,12,1,0,132038.97,1
TXN-14976,CUST-3030,13149.61,UPI,Insufficient Funds,8,0,0,57034.46,0
TXN-14977,CUST-2579,4007.3,Net Banking,Card Expired,8,0,2,66915.11,0
TXN-14978,CUST-2903,12508.61,Credit Card,Insufficient Funds,8,0,1,123356.2,0
TXN-14979,CUST-2495,10668.48,UPI,Insufficient Funds,11,1,0,98231.45,1
TXN-14980,CUST-1156,15367.06,UPI,Payment Gateway Timeout,18,0,4,84915.44,1
TXN-14981,CUST-2558,11132.83,Credit Card,Authentication Failed,6,1,2,29914.46,0
TXN-14982,CUST-1798,3738.16,UPI,Card Expired,8,1,0,88693.85,1
TXN-14983,CUST-3160,4168.65,Credit Card,Authentication Failed,11,1,0,125794.92,1
TXN-14984,CUST-2413,3012.65,UPI,Payment Gateway Timeout,6,1,0,56844.77,1
TXN-14985,CUST-2544,5072.14,Net Banking,Temporary Bank/Network Error,9,1,2,36993.31,1
TXN-14986,CUST-3453,7005.22,UPI,Insufficient Funds,4,1,2,57250.73,0
TXN-14987,CUST-2481,7030.26,Net Banking,Temporary Bank/Network Error,6,0,2,73955.26,0
TXN-14988,CUST-2224,13783.74,UPI,Insufficient Funds,11,0,1,118523.16,0
TXN-14989,CUST-1057,5613.94,Debit Card,Insufficient Funds,5,0,0,56065.38,0
TXN-14990,CUST-2297,4947.74,Credit Card,Insufficient Funds,13,0,2,62010.98,0
TXN-14991,CUST-2618,9065.94,Net Banking,Temporary Bank/Network Error,9,1,1,90773.8,1
TXN-14992,CUST-3393,3793.82,UPI,Payment Gateway Timeout,9,1,0,64054.71,1
TXN-14993,CUST-1865,8170.48,Wallet,Temporary Bank/Network Error,6,1,0,58139.26,1
TXN-14994,CUST-3006,7508.55,UPI,Temporary Bank/Network Error,6,0,0,79743.24,1
TXN-14995,CUST-1718,6807.17,UPI,Card Expired,6,0,2,132903.53,0
TXN-14996,CUST-2027,5249.04,UPI,Payment Gateway Timeout,4,0,1,27419.82,0
TXN-14997,CUST-1501,3600.99,Debit Card,Card Expired,11,0,4,68708.32,0
TXN-14998,CUST-1758,3189.31,Debit Card,Payment Gateway Timeout,9,0,2,71103.61,0
TXN-14999,CUST-1409,2438.35,Credit Card,Temporary Bank/Network Error,8,0,1,75537.41,1
TXN-15000,CUST-1038,9898.58,UPI,Insufficient Funds,8,0,0,45047.25,0
TXN-15001,CUST-3340,5253.38,Debit Card,Authentication Failed,11,1,1,108747.34,1
TXN-15002,CUST-3237,12939.82,UPI,Authentication Failed,9,0,1,63194.31,0
TXN-15003,CUST-3117,4101.89,Credit Card,Insufficient Funds,8,0,1,38833.57,0
TXN-15004,CUST-2089,8183.5,Net Banking,Insufficient Funds,10,1,1,104999.95,1
TXN-15005,CUST-3342,7108.94,Credit Card,Card Expired,8,0,0,28478.29,0
TXN-15006,CUST-2159,6000.16,Debit Card,Authentication Failed,5,1,3,73223.79,0
TXN-15007,CUST-1320,10367.23,UPI,Temporary Bank/Network Error,7,0,2,55077.27,0
TXN-15008,CUST-2132,3390.09,Net Banking,Insufficient Funds,5,1,2,37705.54,0
TXN-15009,CUST-2349,3032.03,Debit Card,Payment Gateway Timeout,9,0,3,96766.38,0
TXN-15010,CUST-1469,4068.0,Wallet,Payment Gateway Timeout,8,1,3,109684.99,1
TXN-15011,CUST-1819,4533.13,Debit Card,Payment Gateway Timeout,6,1,2,71771.67,1
TXN-15012,CUST-1794,12214.99,UPI,Payment Gateway Timeout,6,0,2,69275.77,0
TXN-15013,CUST-3218,14147.31,UPI,Card Expired,8,1,3,17249.16,0
TXN-15014,CUST-2030,10072.49,Wallet,Temporary Bank/Network Error,6,0,2,90132.26,0
TXN-15015,CUST-2162,3689.43,UPI,Payment Gateway Timeout,12,0,2,43218.47,1
TXN-15016,CUST-3285,6579.57,Debit Card,Insufficient Funds,7,0,2,82491.54,0
TXN-15017,CUST-1942,14924.87,Net Banking,Payment Gateway Timeout,11,1,2,121036.43,1
TXN-15018,CUST-3351,5484.78,Debit Card,Payment Gateway Timeout,8,1,1,104467.0,1
TXN-15019,CUST-1409,20581.16,Net Banking,Temporary Bank/Network Error,5,1,0,44089.67,1
TXN-15020,CUST-1384,11343.14,UPI,Insufficient Funds,13,0,2,86786.61,0
TXN-15021,CUST-2614,6309.63,Credit Card,Payment Gateway Timeout,7,1,1,44819.56,1
TXN-15022,CUST-2471,9964.65,Wallet,Temporary Bank/Network Error,9,1,1,148861.37,1
TXN-15023,CUST-2733,7334.65,UPI,Temporary Bank/Network Error,12,0,0,84287.57,1
TXN-15024,CUST-3443,9936.02,UPI,Card Expired,8,0,1,121534.01,0
TXN-15025,CUST-3312,5753.59,Credit Card,Insufficient Funds,5,0,4,147117.96,0
TXN-15026,CUST-2949,13815.03,UPI,Insufficient Funds,4,0,2,126960.08,0
TXN-15027,CUST-1064,10268.93,Credit Card,Insufficient Funds,4,1,2,34318.67,0
TXN-15028,CUST-1990,4197.0,UPI,Temporary Bank/Network Error,6,1,0,41760.88,1
TXN-15029,CUST-2778,9010.06,UPI,Temporary Bank/Network Error,13,0,0,110334.65,1
